,avg_acc_tag,name,data.datasets,data.exemplars.num_exemplars,data.exemplars.exemplar_selection,data.exemplars.num_exemplars_per_class,data.extra_aug,num_tasks,data.batch_size,data.nc_per_task,data.num_workers,data.stop_at_task,data.nc_first_task,data.ne_first_task,data.use_valid_only,data.use_test_as_val,data.max_classes_per_dataset,data.max_examples_per_class_trn,data.max_examples_per_class_tst,data.max_examples_per_class_val,misc.cm,misc.gpu,misc.log,seed,misc.tags,misc.exp_name,misc.save_models,misc.results_path,misc.last_layer_analysis,misc.cache_first_task_model,misc.no_cudnn_deterministic,network,model.pretrained,model.keep_existing_head,wandb.project_name,training.lr,training.vcreg.scale,training.vcreg.cov_weight,training.vcreg.reg_layers,training.vcreg.smooth_cov,training.vcreg.var_weight,training.vcreg.n_first_task,training.fix_bn,training.warmup.wu_lr,training.warmup.wu_wd,training.warmup.wu_fix_bn,training.warmup.wu_nepochs,training.warmup.wu_patience,training.warmup.wu_scheduler,training.nepochs,training.approach.name,training.approach.kwargs.all_outputs,training.clipping,training.optimizer.name,training.optimizer.kwargs.momentum,training.optimizer.kwargs.weight_decay,training.no_learning,training.eval_on_train,training.multi_softmax,training.early_stopping.lr_min,training.early_stopping.lr_factor,training.early_stopping.lr_patience,training.gridsearch_tasks,training.scheduler_milestones,training.select_best_model_by_val_loss,training.approach.kwargs.lamb,training.approach.kwargs.alpha,training.approach.kwargs.fi_num_samples,training.approach.kwargs.fi_sampling_type,training.approach.kwargs.T,training.approach.kwargs.mc,training.approach.kwargs.ta,training.approach.kwargs.tp,training.approach.kwargs.bnp,training.approach.kwargs.cka,training.approach.kwargs.ctt,training.approach.kwargs.cbnt,training.approach.kwargs.ta_lr,training.approach.kwargs.debug_loss,training.approach.kwargs.taskwise_kd,training.approach.kwargs.pretraining_epochs,dataset,approach,is_regularized,is_big_task,project_name,T,device,epochs,prefix,shuffle,init_cls,increment,batch_size,init_epochs,memory_size,num_workers,overfit_data,results_path,stop_at_task,save_checkpoint,vcreg.cov_weight,vcreg.reg_layers,vcreg.var_weight,optimizer.lr,optimizer.name,optimizer.init_lr,optimizer.weight_decay,optimizer.init_lr_decay,optimizer.init_weight_decay,scheduler.gamma,scheduler.step_size,optimizer.kwargs.momentum,temp,lambda_fkd,lambda_proto
79,10.25,devoted-microwave-81,['cifar100_fixed'],0.0,random,0.0,,20,128.0,,16.0,0.0,,,False,True,,,,,False,0.0,"['disk', 'wandb']",0,,,True,results/2025/01.20/13-15-24/20,False,False,False,convnext_tiny,False,False,,0.001,False,12.0,.*after_skipping,1.0,1.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,ewc,,100.0,adam,,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,5000.0,0.5,-1.0,max_pred,,,,,,,,,,,,,cifar100,ewc,True,False,01.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,28.48,gentle-lake-82,['cifar100_fixed'],0.0,random,0.0,,5,128.0,,16.0,0.0,,,False,True,,,,,False,0.0,"['disk', 'wandb']",1,,,True,results/2025/01.20/13-15-24/21,False,False,False,convnext_tiny,False,False,,0.001,False,12.0,.*after_skipping,1.0,1.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,ewc,,100.0,adam,,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,5000.0,0.5,-1.0,max_pred,,,,,,,,,,,,,cifar100,ewc,True,False,01.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,16.93,magic-deluge-83,['cifar100_fixed'],0.0,random,0.0,,10,128.0,,16.0,0.0,,,False,True,,,,,False,0.0,"['disk', 'wandb']",1,,,True,results/2025/01.20/13-15-24/22,False,False,False,convnext_tiny,False,False,,0.001,False,12.0,.*after_skipping,1.0,1.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,ewc,,100.0,adam,,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,5000.0,0.5,-1.0,max_pred,,,,,,,,,,,,,cifar100,ewc,True,False,01.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,10.18,laced-field-84,['cifar100_fixed'],0.0,random,0.0,,20,128.0,,16.0,0.0,,,False,True,,,,,False,0.0,"['disk', 'wandb']",1,,,True,results/2025/01.20/13-15-24/23,False,False,False,convnext_tiny,False,False,,0.001,False,12.0,.*after_skipping,1.0,1.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,ewc,,100.0,adam,,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,5000.0,0.5,-1.0,max_pred,,,,,,,,,,,,,cifar100,ewc,True,False,01.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,27.93,deft-capybara-85,['cifar100_fixed'],0.0,random,0.0,,5,128.0,,16.0,0.0,,,False,True,,,,,False,0.0,"['disk', 'wandb']",2,,,True,results/2025/01.20/13-15-24/24,False,False,False,convnext_tiny,False,False,,0.001,False,12.0,.*after_skipping,1.0,1.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,ewc,,100.0,adam,,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,5000.0,0.5,-1.0,max_pred,,,,,,,,,,,,,cifar100,ewc,True,False,01.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,16.22,icy-leaf-86,['cifar100_fixed'],0.0,random,0.0,,10,128.0,,16.0,0.0,,,False,True,,,,,False,0.0,"['disk', 'wandb']",2,,,True,results/2025/01.20/13-15-24/25,False,False,False,convnext_tiny,False,False,,0.001,False,12.0,.*after_skipping,1.0,1.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,ewc,,100.0,adam,,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,5000.0,0.5,-1.0,max_pred,,,,,,,,,,,,,cifar100,ewc,True,False,01.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,10.34,unique-planet-87,['cifar100_fixed'],0.0,random,0.0,,20,128.0,,16.0,0.0,,,False,True,,,,,False,0.0,"['disk', 'wandb']",2,,,True,results/2025/01.20/13-15-24/26,False,False,False,convnext_tiny,False,False,,0.001,False,12.0,.*after_skipping,1.0,1.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,ewc,,100.0,adam,,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,5000.0,0.5,-1.0,max_pred,,,,,,,,,,,,,cifar100,ewc,True,False,01.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,16.88,genial-dream-97,['imagenet_subset_kaggle'],0.0,random,0.0,,10,128.0,,16.0,0.0,,,False,True,,,,,False,0.0,"['disk', 'wandb']",0,,,True,results/2025/01.20/13-15-41/0,False,False,False,convnext_tiny,False,False,,0.001,False,12.0,.*after_skipping,1.0,1.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,finetuning,False,100.0,adam,,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,,,,,,,,,,,,,,,,,imagenet100,finetuning,True,False,01.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,8.799999999999999,fine-sunset-98,['imagenet_subset_kaggle'],0.0,random,0.0,,20,128.0,,16.0,0.0,,,False,True,,,,,False,0.0,"['disk', 'wandb']",0,,,True,results/2025/01.20/13-15-41/1,False,False,False,convnext_tiny,False,False,,0.001,False,12.0,.*after_skipping,1.0,1.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,finetuning,False,100.0,adam,,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,,,,,,,,,,,,,,,,,imagenet100,finetuning,True,False,01.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,7.32,astral-puddle-99,['imagenet_subset_kaggle'],0.0,random,0.0,,20,128.0,,16.0,0.0,,,False,True,,,,,False,0.0,"['disk', 'wandb']",1,,,True,results/2025/01.20/13-15-41/3,False,False,False,convnext_tiny,False,False,,0.001,False,12.0,.*after_skipping,1.0,1.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,finetuning,False,100.0,adam,,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,,,,,,,,,,,,,,,,,imagenet100,finetuning,True,False,01.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,16.54,sunny-totem-101,['imagenet_subset_kaggle'],0.0,random,0.0,,10,128.0,,16.0,0.0,,,False,True,,,,,False,0.0,"['disk', 'wandb']",1,,,True,results/2025/01.20/13-15-41/2,False,False,False,convnext_tiny,False,False,,0.001,False,12.0,.*after_skipping,1.0,1.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,finetuning,False,100.0,adam,,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,,,,,,,,,,,,,,,,,imagenet100,finetuning,True,False,01.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,15.28,hardy-snowflake-99,['imagenet_subset_kaggle'],0.0,random,0.0,,10,128.0,,16.0,0.0,,,False,True,,,,,False,0.0,"['disk', 'wandb']",2,,,True,results/2025/01.20/13-15-41/4,False,False,False,convnext_tiny,False,False,,0.001,False,12.0,.*after_skipping,1.0,1.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,finetuning,False,100.0,adam,,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,,,,,,,,,,,,,,,,,imagenet100,finetuning,True,False,01.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,7.880000000000001,kind-snowflake-102,['imagenet_subset_kaggle'],0.0,random,0.0,,20,128.0,,16.0,0.0,,,False,True,,,,,False,0.0,"['disk', 'wandb']",2,,,True,results/2025/01.20/13-15-41/5,False,False,False,convnext_tiny,False,False,,0.001,False,12.0,.*after_skipping,1.0,1.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,finetuning,False,100.0,adam,,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,,,,,,,,,,,,,,,,,imagenet100,finetuning,True,False,01.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,21.94,spring-aardvark-109,['imagenet_subset_kaggle'],0.0,random,0.0,,10,128.0,,16.0,0.0,,,False,True,,,,,False,0.0,"['disk', 'wandb']",0,,,True,results/2025/01.20/13-15-41/12,False,False,False,convnext_tiny,False,False,,0.001,False,12.0,.*after_skipping,1.0,1.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,ewc,,100.0,adam,,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,5000.0,0.5,-1.0,max_pred,,,,,,,,,,,,,imagenet100,ewc,True,False,01.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,11.579999999999998,lunar-violet-110,['imagenet_subset_kaggle'],0.0,random,0.0,,20,128.0,,16.0,0.0,,,False,True,,,,,False,0.0,"['disk', 'wandb']",0,,,True,results/2025/01.20/13-15-41/13,False,False,False,convnext_tiny,False,False,,0.001,False,12.0,.*after_skipping,1.0,1.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,ewc,,100.0,adam,,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,5000.0,0.5,-1.0,max_pred,,,,,,,,,,,,,imagenet100,ewc,True,False,01.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,20.62,brisk-smoke-111,['imagenet_subset_kaggle'],0.0,random,0.0,,10,128.0,,16.0,0.0,,,False,True,,,,,False,0.0,"['disk', 'wandb']",1,,,True,results/2025/01.20/13-15-41/14,False,False,False,convnext_tiny,False,False,,0.001,False,12.0,.*after_skipping,1.0,1.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,ewc,,100.0,adam,,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,5000.0,0.5,-1.0,max_pred,,,,,,,,,,,,,imagenet100,ewc,True,False,01.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,12.04,playful-cherry-112,['imagenet_subset_kaggle'],0.0,random,0.0,,20,128.0,,16.0,0.0,,,False,True,,,,,False,0.0,"['disk', 'wandb']",1,,,True,results/2025/01.20/13-15-41/15,False,False,False,convnext_tiny,False,False,,0.001,False,12.0,.*after_skipping,1.0,1.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,ewc,,100.0,adam,,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,5000.0,0.5,-1.0,max_pred,,,,,,,,,,,,,imagenet100,ewc,True,False,01.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,11.94,silvery-glade-113,['imagenet_subset_kaggle'],0.0,random,0.0,,20,128.0,,16.0,0.0,,,False,True,,,,,False,0.0,"['disk', 'wandb']",2,,,True,results/2025/01.20/13-15-41/17,False,False,False,convnext_tiny,False,False,,0.001,False,12.0,.*after_skipping,1.0,1.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,ewc,,100.0,adam,,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,5000.0,0.5,-1.0,max_pred,,,,,,,,,,,,,imagenet100,ewc,True,False,01.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,22.24,smart-mountain-113,['imagenet_subset_kaggle'],0.0,random,0.0,,10,128.0,,16.0,0.0,,,False,True,,,,,False,0.0,"['disk', 'wandb']",2,,,True,results/2025/01.20/13-15-41/16,False,False,False,convnext_tiny,False,False,,0.001,False,12.0,.*after_skipping,1.0,1.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,ewc,,100.0,adam,,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,5000.0,0.5,-1.0,max_pred,,,,,,,,,,,,,imagenet100,ewc,True,False,01.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,20.513333333333332,apricot-plasma-5,['imagenet_subset_kaggle'],0.0,random,0.0,,6,128.0,,16.0,0.0,50.0,,False,True,,,,,False,0.0,"['disk', 'wandb']",2,,,True,results/2025/01.28/13-49-23/20,False,False,False,resnet34_skips,False,False,,0.1,False,0.0,.*after_relu,1.0,0.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,ewc,,100.0,sgd,0.9,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,5000.0,0.5,-1.0,max_pred,,,,,,,,,,,,,imagenet100,ewc,False,True,01.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23.383333333333333,gentle-spaceship-9,['cifar100_fixed'],0.0,random,0.0,,6,128.0,,16.0,0.0,50.0,,False,True,,,,,False,0.0,"['disk', 'wandb']",2,,,True,results/2025/01.28/13-49-23/21,False,False,False,resnet34_skips,False,False,,0.1,False,0.0,.*after_relu,1.0,0.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,ewc,,100.0,sgd,0.9,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,5000.0,0.5,-1.0,max_pred,,,,,,,,,,,,,cifar100,ewc,False,True,01.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,24.066666666666663,cerulean-dew-2,['cifar100_fixed'],0.0,random,0.0,,6,128.0,,16.0,0.0,50.0,,False,True,,,,,False,0.0,"['disk', 'wandb']",1,,,True,results/2025/01.28/13-49-23/7,False,False,False,resnet34_skips,False,False,,0.1,False,12.0,.*after_relu,1.0,2.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,finetuning,False,100.0,sgd,0.9,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,,,,,,,,,,,,,,,,,cifar100,finetuning,True,True,01.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,19.80666666666667,skilled-eon-1,['cifar100_fixed'],0.0,random,0.0,,6,128.0,,16.0,0.0,50.0,,False,True,,,,,False,0.0,"['disk', 'wandb']",2,,,True,results/2025/01.28/13-49-23/9,False,False,False,resnet34_skips,False,False,,0.1,False,0.0,.*after_relu,1.0,0.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,finetuning,False,100.0,sgd,0.9,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,,,,,,,,,,,,,,,,,cifar100,finetuning,False,True,01.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,25.74,clean-universe-1,['cifar100_fixed'],0.0,random,0.0,,6,128.0,,16.0,0.0,50.0,,False,True,,,,,False,0.0,"['disk', 'wandb']",2,,,True,results/2025/01.28/13-49-23/11,False,False,False,resnet34_skips,False,False,,0.1,False,12.0,.*after_relu,1.0,2.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,finetuning,False,100.0,sgd,0.9,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,,,,,,,,,,,,,,,,,cifar100,finetuning,True,True,01.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,29.00333333333333,resilient-tree-8,['cifar100_fixed'],0.0,random,0.0,,6,128.0,,16.0,0.0,50.0,,False,True,,,,,False,0.0,"['disk', 'wandb']",1,,,True,results/2025/01.28/13-49-23/19,False,False,False,resnet34_skips,False,False,,0.1,False,12.0,.*after_relu,1.0,2.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,ewc,,100.0,sgd,0.9,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,5000.0,0.5,-1.0,max_pred,,,,,,,,,,,,,cifar100,ewc,True,True,01.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,22.083333333333332,resilient-glitter-3,['cifar100_fixed'],0.0,random,0.0,,6,128.0,,16.0,0.0,50.0,,False,True,,,,,False,0.0,"['disk', 'wandb']",1,,,True,results/2025/01.28/13-49-23/17,False,False,False,resnet34_skips,False,False,,0.1,False,0.0,.*after_relu,1.0,0.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,ewc,,100.0,sgd,0.9,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,5000.0,0.5,-1.0,max_pred,,,,,,,,,,,,,cifar100,ewc,False,True,01.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,33.580000000000005,brisk-voice-2,['imagenet_subset_kaggle'],0.0,random,0.0,,6,128.0,,16.0,0.0,50.0,,False,True,,,,,False,0.0,"['disk', 'wandb']",1,,,True,results/2025/01.28/13-49-23/18,False,False,False,resnet34_skips,False,False,,0.1,False,12.0,.*after_relu,1.0,2.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,ewc,,100.0,sgd,0.9,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,5000.0,0.5,-1.0,max_pred,,,,,,,,,,,,,imagenet100,ewc,True,True,01.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,29.636666666666667,fresh-bee-9,['cifar100_fixed'],0.0,random,0.0,,6,128.0,,16.0,0.0,50.0,,False,True,,,,,False,0.0,"['disk', 'wandb']",2,,,True,results/2025/01.28/13-49-23/23,False,False,False,resnet34_skips,False,False,,0.1,False,12.0,.*after_relu,1.0,2.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,ewc,,100.0,sgd,0.9,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,5000.0,0.5,-1.0,max_pred,,,,,,,,,,,,,cifar100,ewc,True,True,01.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,18.733333333333334,spring-smoke-7,['cifar100_fixed'],0.0,random,0.0,,6,128.0,,16.0,0.0,50.0,,False,True,,,,,False,0.0,"['disk', 'wandb']",1,,,True,results/2025/01.28/13-49-23/5,False,False,False,resnet34_skips,False,False,,0.1,False,0.0,.*after_relu,1.0,0.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,finetuning,False,100.0,sgd,0.9,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,,,,,,,,,,,,,,,,,cifar100,finetuning,False,True,01.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,34.00666666666667,copper-water-9,['imagenet_subset_kaggle'],0.0,random,0.0,,6,128.0,,16.0,0.0,50.0,,False,True,,,,,False,0.0,"['disk', 'wandb']",2,,,True,results/2025/01.28/13-49-23/22,False,False,False,resnet34_skips,False,False,,0.1,False,12.0,.*after_relu,1.0,2.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,ewc,,100.0,sgd,0.9,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,5000.0,0.5,-1.0,max_pred,,,,,,,,,,,,,imagenet100,ewc,True,True,01.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,34.57333333333334,electric-leaf-19,['imagenet_subset_kaggle'],0.0,random,0.0,,6,128.0,,16.0,0.0,50.0,,False,True,,,,,False,0.0,"['disk', 'wandb']",0,,,True,results/2025/01.28/13-49-23/14,False,False,False,resnet34_skips,False,False,,0.1,False,12.0,.*after_relu,1.0,2.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,ewc,,100.0,sgd,0.9,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,5000.0,0.5,-1.0,max_pred,,,,,,,,,,,,,imagenet100,ewc,True,True,01.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,18.533333333333335,zany-spaceship-13,['imagenet_subset_kaggle'],0.0,random,0.0,,6,128.0,,16.0,0.0,50.0,,False,True,,,,,False,0.0,"['disk', 'wandb']",0,,,True,results/2025/01.28/13-49-23/0,False,False,False,resnet34_skips,False,False,,0.1,False,0.0,.*after_relu,1.0,0.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,finetuning,False,100.0,sgd,0.9,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,,,,,,,,,,,,,,,,,imagenet100,finetuning,False,True,01.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,20.09,blooming-oath-14,['cifar100_fixed'],0.0,random,0.0,,6,128.0,,16.0,0.0,50.0,,False,True,,,,,False,0.0,"['disk', 'wandb']",0,,,True,results/2025/01.28/13-49-23/1,False,False,False,resnet34_skips,False,False,,0.1,False,0.0,.*after_relu,1.0,0.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,finetuning,False,100.0,sgd,0.9,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,,,,,,,,,,,,,,,,,cifar100,finetuning,False,True,01.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,19.26666666666667,eternal-blaze-18,['imagenet_subset_kaggle'],0.0,random,0.0,,6,128.0,,16.0,0.0,50.0,,False,True,,,,,False,0.0,"['disk', 'wandb']",1,,,True,results/2025/01.28/13-49-23/4,False,False,False,resnet34_skips,False,False,,0.1,False,0.0,.*after_relu,1.0,0.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,finetuning,False,100.0,sgd,0.9,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,,,,,,,,,,,,,,,,,imagenet100,finetuning,False,True,01.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,23.34333333333333,efficient-vortex-20,['cifar100_fixed'],0.0,random,0.0,,6,128.0,,16.0,0.0,50.0,,False,True,,,,,False,0.0,"['disk', 'wandb']",0,,,True,results/2025/01.28/13-49-23/13,False,False,False,resnet34_skips,False,False,,0.1,False,0.0,.*after_relu,1.0,0.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,ewc,,100.0,sgd,0.9,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,5000.0,0.5,-1.0,max_pred,,,,,,,,,,,,,cifar100,ewc,False,True,01.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,23.840000000000003,glamorous-meadow-13,['imagenet_subset_kaggle'],0.0,random,0.0,,6,128.0,,16.0,0.0,50.0,,False,True,,,,,False,0.0,"['disk', 'wandb']",0,,,True,results/2025/01.28/13-49-23/2,False,False,False,resnet34_skips,False,False,,0.1,False,12.0,.*after_relu,1.0,2.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,finetuning,False,100.0,sgd,0.9,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,,,,,,,,,,,,,,,,,imagenet100,finetuning,True,True,01.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,24.73333333333333,magic-resonance-12,['imagenet_subset_kaggle'],0.0,random,0.0,,6,128.0,,16.0,0.0,50.0,,False,True,,,,,False,0.0,"['disk', 'wandb']",1,,,True,results/2025/01.28/13-49-23/6,False,False,False,resnet34_skips,False,False,,0.1,False,12.0,.*after_relu,1.0,2.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,finetuning,False,100.0,sgd,0.9,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,,,,,,,,,,,,,,,,,imagenet100,finetuning,True,True,01.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,28.18666666666667,ethereal-oath-20,['cifar100_fixed'],0.0,random,0.0,,6,128.0,,16.0,0.0,50.0,,False,True,,,,,False,0.0,"['disk', 'wandb']",0,,,True,results/2025/01.28/13-49-23/15,False,False,False,resnet34_skips,False,False,,0.1,False,12.0,.*after_relu,1.0,2.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,ewc,,100.0,sgd,0.9,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,5000.0,0.5,-1.0,max_pred,,,,,,,,,,,,,cifar100,ewc,True,True,01.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,25.77333333333333,vibrant-pond-16,['imagenet_subset_kaggle'],0.0,random,0.0,,6,128.0,,16.0,0.0,50.0,,False,True,,,,,False,0.0,"['disk', 'wandb']",2,,,True,results/2025/01.28/13-49-23/10,False,False,False,resnet34_skips,False,False,,0.1,False,12.0,.*after_relu,1.0,2.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,finetuning,False,100.0,sgd,0.9,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,,,,,,,,,,,,,,,,,imagenet100,finetuning,True,True,01.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,23.85,chocolate-wave-17,['cifar100_fixed'],0.0,random,0.0,,6,128.0,,16.0,0.0,50.0,,False,True,,,,,False,0.0,"['disk', 'wandb']",0,,,True,results/2025/01.28/13-49-23/3,False,False,False,resnet34_skips,False,False,,0.1,False,12.0,.*after_relu,1.0,2.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,finetuning,False,100.0,sgd,0.9,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,,,,,,,,,,,,,,,,,cifar100,finetuning,True,True,01.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,20.613333333333337,glorious-rain-20,['imagenet_subset_kaggle'],0.0,random,0.0,,6,128.0,,16.0,0.0,50.0,,False,True,,,,,False,0.0,"['disk', 'wandb']",0,,,True,results/2025/01.28/13-49-23/12,False,False,False,resnet34_skips,False,False,,0.1,False,0.0,.*after_relu,1.0,0.0,-1.0,False,0.1,0.001,True,0.0,,constant,100.0,ewc,,100.0,sgd,0.9,0.0002,False,True,False,0.0001,3.0,5.0,0.0,"[30, 60, 80]",False,5000.0,0.5,-1.0,max_pred,,,,,,,,,,,,,imagenet100,ewc,False,True,01.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
